Date,Month,Turbidity (NTU),Diarrhea Cases,Risk Level,Temperature (°C),Rainfall (mm)
2022-03-31,3,11.5,5,Low,30.5,5.1
2020-05-22,5,21.1,2,Medium,30.5,5.1
2020-10-17,10,15.1,5,Medium,30.5,5.1
2023-07-20,7,73.5,30,High,30.5,35.8
2020-03-03,3,14.1,4,Low,30.5,5.1
2020-07-06,7,106.0,56,High,30.5,35.8
2022-12-22,12,8.5,3,Low,30.5,5.1
2021-03-16,3,9.2,0,Low,30.5,5.1
2022-02-09,2,13.0,5,Low,30.5,5.1
2022-05-09,5,1.7,2,Low,30.5,5.1
2022-07-18,7,21.8,8,Medium,30.5,35.8
2021-11-29,11,31.1,11,High,30.5,5.1
2020-11-18,11,22.1,7,Medium,30.5,5.1
2022-01-27,1,22.0,3,Medium,30.5,5.1
2021-09-30,9,37.9,23,High,30.5,35.8
2021-10-26,10,19.1,7,Medium,30.5,5.1
2023-03-08,3,6.0,3,Low,30.5,5.1
2023-05-06,5,19.4,6,Medium,30.5,5.1
2020-06-22,6,121.6,63,High,30.5,35.8
2020-04-17,4,20.4,6,Medium,30.5,5.1
2020-11-14,11,12.8,5,Low,30.5,5.1
2020-11-18,11,14.0,6,Low,30.5,5.1
2023-06-19,6,26.3,8,Medium,30.5,35.8
2020-04-11,4,14.9,4,Low,30.5,5.1
2023-10-12,10,11.0,2,Low,30.5,5.1
2020-06-16,6,279.3,150,High,30.5,35.8
2021-07-11,7,35.1,9,High,30.5,35.8
2022-06-26,6,39.6,32,High,30.5,35.8
2023-09-17,9,39.9,19,High,30.5,35.8
2022-05-18,5,18.8,5,Medium,30.5,5.1
2022-09-21,9,105.0,40,High,30.5,35.8
2023-05-28,5,17.7,6,Medium,30.5,5.1
2022-06-24,6,87.5,42,High,30.5,35.8
2022-04-28,4,8.1,3,Low,30.5,5.1
2021-07-13,7,64.4,26,High,30.5,35.8
2021-03-17,3,19.5,2,Low,30.5,5.1
2022-11-15,11,33.5,8,High,30.5,5.1
2020-08-21,8,57.0,30,High,30.5,35.8
2021-12-07,12,5.5,2,Low,30.5,5.1
2022-05-30,5,8.8,3,Low,30.5,5.1
2020-08-15,8,17.6,14,Medium,30.5,35.8
2021-08-03,8,77.0,28,High,30.5,35.8
2023-10-20,10,39.5,15,High,30.5,5.1
2023-10-21,10,23.4,9,Medium,30.5,5.1
2023-04-29,4,15.5,3,Low,30.5,5.1
2022-09-23,9,84.9,40,High,30.5,35.8
2022-12-15,12,6.3,2,Low,30.5,5.1
2023-09-28,9,26.5,18,High,30.5,35.8
2021-09-23,9,86.3,43,High,30.5,35.8
2020-04-03,4,14.5,4,Low,30.5,5.1
2021-03-27,3,13.8,4,Low,30.5,5.1
2022-03-20,3,12.2,5,Low,30.5,5.1
2023-05-12,5,3.3,0,Low,30.5,5.1
2020-04-22,4,15.2,7,Medium,30.5,5.1
2020-01-16,1,9.5,2,Low,30.5,5.1
2021-02-22,2,7.2,3,Low,30.5,5.1
2021-09-09,9,68.8,31,High,30.5,35.8
2021-03-08,3,14.4,5,Low,30.5,5.1
2020-10-08,10,18.1,8,Medium,30.5,5.1
2021-06-07,6,61.3,25,High,30.5,35.8
2021-08-15,8,119.0,68,High,30.5,35.8
2021-11-02,11,42.3,18,High,30.5,5.1
2020-09-02,9,49.9,18,High,30.5,35.8
2020-01-16,1,8.9,0,Low,30.5,5.1
2022-10-15,10,21.8,9,Medium,30.5,5.1
2022-05-31,5,11.1,2,Low,30.5,5.1
2020-12-25,12,7.3,0,Low,30.5,5.1
2020-09-21,9,55.5,24,High,30.5,35.8
2022-02-17,2,8.8,2,Low,30.5,5.1
2022-12-26,12,4.9,4,Low,30.5,5.1
2023-12-12,12,6.4,5,Low,30.5,5.1
2021-04-16,4,13.2,4,Low,30.5,5.1
2022-10-21,10,18.7,36,High,30.5,5.1
2023-02-18,2,6.7,4,Low,30.5,5.1
2023-09-30,9,32.0,18,High,30.5,35.8
2021-12-26,12,9.1,5,Low,30.5,5.1
2020-05-27,5,19.6,2,Low,30.5,5.1
2022-03-24,3,16.5,6,Medium,30.5,5.1
2020-03-27,3,9.2,7,Low,30.5,5.1
2022-06-12,6,12.5,11,Medium,30.5,35.8
2020-02-08,2,10.1,6,Low,30.5,5.1
2022-07-30,7,29.8,14,Medium,30.5,35.8
2020-06-08,6,304.6,182,High,30.5,35.8
2021-10-03,10,53.6,22,High,30.5,5.1
2023-03-25,3,4.9,2,Low,30.5,5.1
2022-05-29,5,12.9,2,Low,30.5,5.1
2023-03-20,3,14.5,7,Low,30.5,5.1
2022-04-08,4,6.4,1,Low,30.5,5.1
2023-12-24,12,5.0,3,Low,30.5,5.1
2023-08-04,8,61.4,34,High,30.5,35.8
2022-05-05,5,12.5,5,Low,30.5,5.1
2021-08-15,8,25.2,15,High,30.5,35.8
2020-08-23,8,53.7,23,High,30.5,35.8
2022-04-09,4,10.5,7,Low,30.5,5.1
2020-02-12,2,6.6,2,Low,30.5,5.1
2021-10-27,10,28.2,9,Medium,30.5,5.1
2020-12-17,12,5.6,2,Low,30.5,5.1
2023-06-19,6,38.3,18,High,30.5,35.8
2022-07-31,7,41.3,14,High,30.5,35.8
2023-11-13,11,29.1,10,Medium,30.5,5.1
2022-01-11,1,2.9,2,Low,30.5,5.1
2020-06-29,6,34.2,20,High,30.5,35.8
2022-06-13,6,26.7,25,High,30.5,35.8
2020-08-04,8,112.2,64,High,30.5,35.8
2021-05-13,5,12.5,3,Low,30.5,5.1
2022-06-11,6,5.7,6,Low,30.5,35.8
2023-04-21,4,11.0,2,Low,30.5,5.1
2022-03-31,3,13.0,2,Low,30.5,5.1
2022-12-09,12,9.7,5,Low,30.5,5.1
2020-06-10,6,221.5,118,High,30.5,35.8
2022-03-21,3,16.0,4,Low,30.5,5.1
2021-09-27,9,11.8,6,Low,30.5,35.8
2021-11-26,11,14.1,2,Low,30.5,5.1
2021-03-29,3,15.5,2,Low,30.5,5.1
2021-11-13,11,24.5,11,Medium,30.5,5.1
2020-12-10,12,36.7,9,High,30.5,5.1
2020-06-05,6,57.4,30,High,30.5,35.8
2022-11-11,11,15.6,4,Low,30.5,5.1
2023-07-20,7,89.5,55,High,30.5,35.8
2020-08-21,8,43.1,18,High,30.5,35.8
2022-12-22,12,7.3,3,Low,30.5,5.1
2022-11-10,11,12.1,6,Low,30.5,5.1
2021-02-01,2,6.6,2,Low,30.5,5.1
2021-12-16,12,6.3,1,Low,30.5,5.1
2021-12-20,12,6.5,2,Low,30.5,5.1
2023-08-14,8,54.2,27,High,30.5,35.8
2020-10-29,10,31.7,10,High,30.5,5.1
2021-04-28,4,13.6,6,Low,30.5,5.1
2020-07-29,7,9.7,3,Low,30.5,35.8
2020-10-26,10,33.1,10,High,30.5,5.1
2021-06-08,6,20.3,8,Medium,30.5,35.8
2021-02-08,2,12.4,3,Low,30.5,5.1
2020-12-21,12,5.9,2,Low,30.5,5.1
2023-05-18,5,3.0,5,Low,30.5,5.1
2020-11-09,11,28.8,14,Medium,30.5,5.1
2023-09-04,9,107.9,52,High,30.5,35.8
2020-06-03,6,60.5,28,High,30.5,35.8
2020-12-28,12,8.2,5,Low,30.5,5.1
2023-07-10,7,104.3,42,High,30.5,35.8
2022-10-08,10,23.8,7,Medium,30.5,5.1
2022-08-08,8,41.2,21,High,30.5,35.8
2023-02-28,2,3.6,0,Low,30.5,5.1
2023-04-01,4,17.1,5,Medium,30.5,5.1
2022-07-08,7,78.0,40,High,30.5,35.8
2023-10-26,10,18.2,10,Medium,30.5,5.1
2023-03-02,3,13.7,3,Low,30.5,5.1
2023-08-09,8,30.7,25,High,30.5,35.8
2023-07-25,7,64.3,33,High,30.5,35.8
2023-07-03,7,66.0,26,High,30.5,35.8
2021-10-23,10,16.7,13,Medium,30.5,5.1
2023-07-08,7,103.5,46,High,30.5,35.8
2021-10-09,10,32.1,8,High,30.5,5.1
2020-11-05,11,18.5,7,Medium,30.5,5.1
2022-06-19,6,94.3,42,High,30.5,35.8
2020-05-19,5,21.5,8,Medium,30.5,5.1
2022-08-18,8,57.3,19,High,30.5,35.8
2022-06-24,6,83.5,30,High,30.5,35.8
2023-07-17,7,48.0,22,High,30.5,35.8
2021-09-12,9,35.4,21,High,30.5,35.8
2021-07-16,7,57.0,25,High,30.5,35.8
2023-04-26,4,10.0,0,Low,30.5,5.1
2020-04-25,4,17.8,6,Medium,30.5,5.1
2021-12-21,12,3.6,3,Low,30.5,5.1
2022-11-05,11,7.5,6,Low,30.5,5.1
2020-05-31,5,0.5,2,Low,30.5,5.1
2021-09-27,9,52.1,21,High,30.5,35.8
2022-08-03,8,87.3,51,High,30.5,35.8
2022-07-14,7,33.7,13,High,30.5,35.8
2020-03-18,3,9.3,3,Low,30.5,5.1
2020-04-26,4,14.8,1,Low,30.5,5.1
2022-01-25,1,6.7,1,Low,30.5,5.1
2021-08-10,8,39.6,21,High,30.5,35.8
2020-06-06,6,74.0,34,High,30.5,35.8
2023-08-13,8,118.5,66,High,30.5,35.8
2020-07-03,7,57.6,36,High,30.5,35.8
2023-06-13,6,69.7,32,High,30.5,35.8
2023-05-01,5,4.6,2,Low,30.5,5.1
2022-11-04,11,12.8,4,Low,30.5,5.1
2022-02-26,2,15.6,7,Medium,30.5,5.1
2022-08-05,8,54.4,20,High,30.5,35.8
2023-04-03,4,12.4,4,Low,30.5,5.1
2023-02-09,2,10.6,3,Low,30.5,5.1
2020-03-25,3,18.0,5,Medium,30.5,5.1
2022-07-10,7,0.5,3,Low,30.5,35.8
2023-03-16,3,8.0,5,Low,30.5,5.1
2023-08-27,8,105.0,56,High,30.5,35.8
2021-01-20,1,10.1,2,Low,30.5,5.1
2021-10-20,10,14.5,5,Low,30.5,5.1
2023-05-24,5,0.5,2,Low,30.5,5.1
2022-09-01,9,39.4,29,High,30.5,35.8
2022-10-23,10,6.9,6,Low,30.5,5.1
2020-11-04,11,19.7,7,Medium,30.5,5.1
2020-05-06,5,35.8,8,High,30.5,5.1
2022-07-11,7,36.6,17,High,30.5,35.8
2020-07-30,7,24.2,13,Medium,30.5,35.8
2021-12-04,12,8.7,0,Low,30.5,5.1
2020-06-21,6,72.3,41,High,30.5,35.8
2022-10-30,10,12.4,8,Medium,30.5,5.1
2023-08-16,8,58.1,23,High,30.5,35.8
2020-12-19,12,7.1,2,Low,30.5,5.1
2020-03-21,3,5.9,1,Low,30.5,5.1
2021-05-22,5,17.8,3,Low,30.5,5.1
2023-12-20,12,6.4,3,Low,30.5,5.1
2022-06-15,6,78.7,45,High,30.5,35.8
2022-06-18,6,94.3,38,High,30.5,35.8
2022-12-09,12,4.7,4,Low,30.5,5.1
2022-12-06,12,1.0,3,Low,30.5,5.1
2023-06-02,6,79.6,44,High,30.5,35.8
2020-11-21,11,18.2,9,Medium,30.5,5.1
2022-01-15,1,6.7,5,Low,30.5,5.1
2022-02-02,2,4.8,1,Low,30.5,5.1
2021-08-02,8,36.7,25,High,30.5,35.8
2022-03-04,3,10.5,5,Low,30.5,5.1
2022-04-17,4,2.0,0,Low,30.5,5.1
2021-11-23,11,16.1,6,Medium,30.5,5.1
2023-10-22,10,28.2,32,High,30.5,5.1
2023-05-09,5,9.8,1,Low,30.5,5.1
2020-04-17,4,14.3,4,Low,30.5,5.1
2023-07-16,7,91.9,39,High,30.5,35.8
2023-08-18,8,55.0,29,High,30.5,35.8
2021-11-16,11,36.6,13,High,30.5,5.1
2020-05-14,5,30.3,6,High,30.5,5.1
2021-11-06,11,37.8,10,High,30.5,5.1
2020-07-12,7,56.0,25,High,30.5,35.8
2023-02-16,2,9.1,4,Low,30.5,5.1
2023-10-21,10,32.7,9,High,30.5,5.1
2022-03-02,3,9.3,1,Low,30.5,5.1
2021-08-04,8,24.8,12,Medium,30.5,35.8
2021-05-31,5,21.6,4,Medium,30.5,5.1
2023-09-06,9,55.4,33,High,30.5,35.8
2023-05-19,5,8.3,7,Low,30.5,5.1
2020-11-03,11,22.3,8,Medium,30.5,5.1
2021-11-13,11,5.3,3,Low,30.5,5.1
2020-06-15,6,72.1,41,High,30.5,35.8
2023-04-08,4,10.7,2,Low,30.5,5.1
2023-09-21,9,55.1,26,High,30.5,35.8
2020-10-16,10,10.1,8,Medium,30.5,5.1
2021-12-17,12,4.2,2,Low,30.5,5.1
2021-09-27,9,41.1,18,High,30.5,35.8
2023-09-05,9,68.9,33,High,30.5,35.8
2023-12-01,12,7.3,3,Low,30.5,5.1
2023-09-18,9,59.2,36,High,30.5,35.8
2022-03-13,3,11.0,3,Low,30.5,5.1
2020-09-21,9,67.9,33,High,30.5,35.8
2023-05-03,5,34.0,12,High,30.5,5.1
2023-12-22,12,7.0,1,Low,30.5,5.1
2020-06-22,6,66.1,45,High,30.5,35.8
2021-09-26,9,7.2,0,Low,30.5,35.8
2023-02-18,2,7.0,3,Low,30.5,5.1
2022-02-10,2,0.9,2,Low,30.5,5.1
2023-08-10,8,56.4,32,High,30.5,35.8
2021-11-03,11,26.6,6,Medium,30.5,5.1
2020-09-18,9,52.1,25,High,30.5,35.8
2023-10-04,10,21.2,39,High,30.5,5.1
2023-12-10,12,8.1,2,Low,30.5,5.1
2023-11-04,11,28.7,10,Medium,30.5,5.1
2022-12-14,12,11.0,0,Low,30.5,5.1
2020-07-10,7,88.2,34,High,30.5,35.8
2023-08-16,8,20.3,11,Medium,30.5,35.8
2023-10-05,10,31.8,10,High,30.5,5.1
2022-05-17,5,6.3,2,Low,30.5,5.1
2022-11-07,11,2.1,0,Low,30.5,5.1
2022-01-11,1,8.7,5,Low,30.5,5.1
2020-02-07,2,0.5,0,Low,30.5,5.1
2022-01-12,1,8.6,3,Low,30.5,5.1
2021-09-24,9,26.9,14,Medium,30.5,35.8
2021-01-04,1,6.9,2,Low,30.5,5.1
2021-03-14,3,14.6,3,Low,30.5,5.1
2021-11-30,11,43.6,15,High,30.5,5.1
2022-09-22,9,17.4,9,Medium,30.5,35.8
2021-01-28,1,5.5,1,Low,30.5,5.1
2021-04-08,4,13.7,5,Low,30.5,5.1
2020-10-08,10,11.2,6,Low,30.5,5.1
2020-11-13,11,11.5,4,Low,30.5,5.1
2020-06-07,6,26.8,12,Medium,30.5,35.8
2021-08-28,8,88.6,34,High,30.5,35.8
2020-07-26,7,32.3,19,High,30.5,35.8
2022-11-05,11,39.5,14,High,30.5,5.1
2023-01-10,1,3.3,1,Low,30.5,5.1
2022-12-14,12,9.8,2,Low,30.5,5.1
2020-03-18,3,5.7,5,Low,30.5,5.1
2023-09-17,9,60.2,28,High,30.5,35.8
2021-11-20,11,21.3,7,Medium,30.5,5.1
2023-06-19,6,63.5,26,High,30.5,35.8
2020-09-25,9,46.7,16,High,30.5,35.8
2023-05-08,5,14.4,1,Low,30.5,5.1
2022-02-10,2,8.0,1,Low,30.5,5.1
2020-11-11,11,36.9,17,High,30.5,5.1
2020-11-28,11,29.7,10,Medium,30.5,5.1
2021-01-05,1,4.6,3,Low,30.5,5.1
2023-11-19,11,17.4,7,Medium,30.5,5.1
2023-07-03,7,56.3,19,High,30.5,35.8
2020-12-05,12,19.9,5,Medium,30.5,5.1
2022-06-15,6,80.0,38,High,30.5,35.8
2020-03-30,3,23.0,3,Medium,30.5,5.1
2022-04-21,4,18.7,7,Medium,30.5,5.1
2022-01-16,1,8.8,1,Low,30.5,5.1
2023-10-17,10,24.8,7,Medium,30.5,5.1
2021-05-01,5,5.3,2,Low,30.5,5.1
2022-06-28,6,84.4,47,High,30.5,35.8
2023-06-04,6,45.4,31,High,30.5,35.8
2021-08-06,8,19.7,32,High,30.5,35.8
2022-07-08,7,39.7,14,High,30.5,35.8
2021-04-24,4,18.7,7,Medium,30.5,5.1
2022-12-29,12,11.1,1,Low,30.5,5.1
2021-05-04,5,27.6,8,Medium,30.5,5.1
2021-09-25,9,75.6,35,High,30.5,35.8
2022-08-18,8,213.2,112,High,30.5,35.8
2021-02-01,2,3.6,1,Low,30.5,5.1
2022-01-23,1,1.1,0,Low,30.5,5.1
2023-10-21,10,19.4,7,Medium,30.5,5.1
2023-03-14,3,10.8,2,Low,30.5,5.1
2022-06-21,6,56.2,31,High,30.5,35.8
2022-08-03,8,302.2,150,High,30.5,35.8
2021-07-31,7,41.4,13,High,30.5,35.8
2022-02-21,2,1.5,2,Low,30.5,5.1
2022-10-26,10,5.9,1,Low,30.5,5.1
2022-12-16,12,4.2,1,Low,30.5,5.1
2022-05-07,5,17.0,5,Medium,30.5,5.1
2020-11-27,11,10.3,4,Low,30.5,5.1
2021-02-12,2,8.2,4,Low,30.5,5.1
2023-05-23,5,8.2,0,Low,30.5,5.1
2020-10-10,10,21.8,9,Medium,30.5,5.1
2021-05-27,5,11.1,3,Low,30.5,5.1
2020-04-16,4,17.4,5,Medium,30.5,5.1
2023-08-06,8,43.1,18,High,30.5,35.8
2022-09-11,9,53.7,18,High,30.5,35.8
2022-01-30,1,8.4,2,Low,30.5,5.1
2023-02-09,2,3.0,1,Low,30.5,5.1
2020-07-29,7,29.9,12,Medium,30.5,35.8
2023-12-27,12,11.8,0,Low,30.5,5.1
2022-11-22,11,26.4,7,Medium,30.5,5.1
2020-09-12,9,12.3,5,Low,30.5,35.8
2021-08-06,8,13.8,9,Medium,30.5,35.8
2020-06-20,6,78.5,35,High,30.5,35.8
2020-11-24,11,21.8,9,Medium,30.5,5.1
2021-07-12,7,72.2,34,High,30.5,35.8
2022-07-09,7,122.5,56,High,30.5,35.8
2022-11-17,11,26.7,20,High,30.5,5.1
2020-10-28,10,15.1,6,Medium,30.5,5.1
2022-06-14,6,33.5,19,High,30.5,35.8
2020-07-06,7,32.7,22,High,30.5,35.8
2021-03-30,3,17.7,7,Medium,30.5,5.1
2022-07-12,7,167.8,67,High,30.5,35.8
2021-12-16,12,8.8,2,Low,30.5,5.1
2020-02-24,2,10.7,5,Low,30.5,5.1
2022-04-29,4,20.1,5,Medium,30.5,5.1
2020-04-19,4,13.1,1,Low,30.5,5.1
2022-03-22,3,12.1,0,Low,30.5,5.1
2022-10-25,10,31.8,10,High,30.5,5.1
2022-02-04,2,4.4,2,Low,30.5,5.1
2021-04-27,4,4.0,3,Low,30.5,5.1
2022-03-01,3,13.2,2,Low,30.5,5.1
2020-06-16,6,63.7,39,High,30.5,35.8
2022-02-06,2,6.1,1,Low,30.5,5.1
2021-04-04,4,12.3,2,Low,30.5,5.1
2020-02-27,2,8.1,0,Low,30.5,5.1
2021-10-14,10,22.7,10,Medium,30.5,5.1
2020-07-21,7,47.4,22,High,30.5,35.8
2023-08-24,8,35.2,14,High,30.5,35.8
2021-11-17,11,20.1,8,Medium,30.5,5.1
2020-10-26,10,74.7,27,High,30.5,5.1
2020-10-08,10,22.4,10,Medium,30.5,5.1
2020-03-19,3,11.5,2,Low,30.5,5.1
2021-08-10,8,30.7,21,High,30.5,35.8
2022-08-25,8,103.9,66,High,30.5,35.8
2023-11-26,11,16.6,9,Medium,30.5,5.1
2020-10-11,10,10.9,2,Low,30.5,5.1
2023-12-15,12,2.4,0,Low,30.5,5.1
2022-08-18,8,35.4,9,High,30.5,35.8
2022-07-07,7,83.1,42,High,30.5,35.8
2023-06-14,6,43.7,16,High,30.5,35.8
2020-01-11,1,9.9,0,Low,30.5,5.1
2020-06-11,6,43.2,14,High,30.5,35.8
2020-02-08,2,11.4,4,Low,30.5,5.1
2021-06-08,6,21.3,20,High,30.5,35.8
2021-03-17,3,6.2,4,Low,30.5,5.1
2020-11-02,11,45.3,16,High,30.5,5.1
2023-01-28,1,4.9,0,Low,30.5,5.1
2023-05-31,5,23.2,7,Medium,30.5,5.1
2022-12-16,12,10.1,1,Low,30.5,5.1
2022-05-16,5,5.4,1,Low,30.5,5.1
2020-08-15,8,73.0,45,High,30.5,35.8
2021-08-13,8,61.8,34,High,30.5,35.8
2021-05-01,5,33.3,12,High,30.5,5.1
2021-09-08,9,52.9,24,High,30.5,35.8
2020-09-06,9,4.7,1,Low,30.5,35.8
2020-04-07,4,15.5,5,Medium,30.5,5.1
2021-05-03,5,18.3,3,Low,30.5,5.1
2022-05-09,5,15.8,4,Low,30.5,5.1
2023-08-01,8,94.6,44,High,30.5,35.8
2023-06-29,6,48.3,30,High,30.5,35.8
2022-07-25,7,25.8,8,Medium,30.5,35.8
2020-05-08,5,7.6,6,Low,30.5,5.1
2020-08-15,8,45.5,20,High,30.5,35.8
2022-10-20,10,135.6,51,High,30.5,5.1
2023-05-07,5,4.1,3,Low,30.5,5.1
2023-01-02,1,3.5,0,Low,30.5,5.1
2020-02-03,2,3.6,0,Low,30.5,5.1
2023-07-18,7,46.3,21,High,30.5,35.8
2022-11-21,11,31.1,10,High,30.5,5.1
2023-03-23,3,4.2,0,Low,30.5,5.1
2021-05-10,5,41.4,8,High,30.5,5.1
2020-10-21,10,3.3,6,Low,30.5,5.1
2021-08-19,8,49.2,23,High,30.5,35.8
2022-05-29,5,14.6,4,Low,30.5,5.1
2020-01-04,1,10.8,1,Low,30.5,5.1
2023-06-13,6,73.7,25,High,30.5,35.8
2021-12-23,12,3.1,0,Low,30.5,5.1
2021-05-07,5,6.2,4,Low,30.5,5.1
2023-03-14,3,12.0,6,Low,30.5,5.1
2022-05-03,5,14.6,2,Low,30.5,5.1
2021-01-18,1,2.8,1,Low,30.5,5.1
2023-09-22,9,32.1,10,High,30.5,35.8
2023-09-30,9,18.7,15,High,30.5,35.8
2020-06-24,6,8.7,4,Low,30.5,35.8
2022-12-08,12,4.7,3,Low,30.5,5.1
2022-01-08,1,9.6,4,Low,30.5,5.1
2020-05-18,5,7.0,24,High,30.5,5.1
2022-12-13,12,0.5,2,Low,30.5,5.1
2023-01-19,1,13.2,2,Low,30.5,5.1
2022-11-05,11,16.7,8,Medium,30.5,5.1
2022-11-05,11,27.0,12,Medium,30.5,5.1
2023-02-08,2,11.8,3,Low,30.5,5.1
2020-02-11,2,2.9,0,Low,30.5,5.1
2022-03-10,3,7.7,4,Low,30.5,5.1
2022-08-20,8,79.2,39,High,30.5,35.8
2020-03-30,3,16.2,4,Low,30.5,5.1
2023-07-25,7,53.9,24,High,30.5,35.8
2022-03-03,3,5.0,4,Low,30.5,5.1
2022-02-03,2,7.3,7,Low,30.5,5.1
2021-06-03,6,16.3,13,Medium,30.5,35.8
2020-02-03,2,1.5,2,Low,30.5,5.1
2022-01-01,1,4.6,2,Low,30.5,5.1
2020-05-18,5,2.1,1,Low,30.5,5.1
2021-12-07,12,8.8,2,Low,30.5,5.1
2021-05-08,5,17.2,8,Medium,30.5,5.1
2023-09-07,9,84.9,30,High,30.5,35.8
2023-07-10,7,52.5,23,High,30.5,35.8
2020-07-31,7,91.3,37,High,30.5,35.8
2023-04-06,4,17.8,3,Low,30.5,5.1
2021-11-11,11,19.5,9,Medium,30.5,5.1
2020-09-30,9,77.9,30,High,30.5,35.8
2020-03-31,3,14.5,3,Low,30.5,5.1
2021-12-22,12,6.1,0,Low,30.5,5.1
2023-01-23,1,1.2,1,Low,30.5,5.1
2021-11-24,11,17.4,2,Low,30.5,5.1
2023-08-09,8,79.4,35,High,30.5,35.8
2020-12-24,12,7.3,0,Low,30.5,5.1
2023-11-03,11,17.1,6,Medium,30.5,5.1
2022-08-09,8,142.2,74,High,30.5,35.8
2023-11-25,11,35.7,17,High,30.5,5.1
2022-09-07,9,58.9,38,High,30.5,35.8
2023-07-17,7,105.8,54,High,30.5,35.8
2021-01-08,1,16.1,7,Medium,30.5,5.1
2020-10-03,10,26.8,7,Medium,30.5,5.1
2020-05-09,5,12.4,3,Low,30.5,5.1
2022-07-26,7,6.3,3,Low,30.5,35.8
2020-03-16,3,16.4,3,Low,30.5,5.1
2021-08-23,8,42.4,18,High,30.5,35.8
2021-02-16,2,6.1,3,Low,30.5,5.1
2020-03-30,3,11.6,2,Low,30.5,5.1
2021-02-12,2,7.1,0,Low,30.5,5.1
2020-03-26,3,19.1,5,Medium,30.5,5.1
2021-10-08,10,14.0,5,Low,30.5,5.1
2021-09-27,9,34.6,17,High,30.5,35.8
2022-11-21,11,15.9,5,Medium,30.5,5.1
2022-03-26,3,16.8,4,Low,30.5,5.1
2023-01-17,1,3.6,0,Low,30.5,5.1
2022-08-27,8,42.9,17,High,30.5,35.8
2021-06-02,6,34.7,18,High,30.5,35.8
2020-03-15,3,21.9,8,Medium,30.5,5.1
2023-08-17,8,106.3,64,High,30.5,35.8
2021-01-26,1,2.1,0,Low,30.5,5.1
2021-08-08,8,66.4,33,High,30.5,35.8
2022-01-01,1,8.1,4,Low,30.5,5.1
2020-04-07,4,13.2,4,Low,30.5,5.1
2023-09-04,9,45.7,15,High,30.5,35.8
2021-11-10,11,19.9,17,High,30.5,5.1
2021-07-13,7,45.3,27,High,30.5,35.8
2020-09-11,9,39.1,11,High,30.5,35.8
2022-01-23,1,9.6,4,Low,30.5,5.1
2022-06-13,6,40.5,18,High,30.5,35.8
2022-03-30,3,6.2,2,Low,30.5,5.1
2022-06-19,6,83.3,29,High,30.5,35.8
2022-03-02,3,12.0,4,Low,30.5,5.1
2021-11-25,11,27.9,10,Medium,30.5,5.1
2021-01-17,1,4.7,6,Low,30.5,5.1
2022-10-13,10,17.9,24,High,30.5,5.1
2023-11-18,11,10.2,5,Low,30.5,5.1
2022-10-15,10,27.8,7,Medium,30.5,5.1
2022-01-22,1,7.6,3,Low,30.5,5.1
2022-11-29,11,27.5,9,Medium,30.5,5.1
2021-06-30,6,55.8,25,High,30.5,35.8
2020-06-18,6,89.1,55,High,30.5,35.8
2022-05-19,5,11.4,0,Low,30.5,5.1
2020-06-10,6,58.9,60,High,30.5,35.8
2022-05-31,5,10.7,4,Low,30.5,5.1
2023-05-18,5,8.0,2,Low,30.5,5.1
2021-01-04,1,12.0,3,Low,30.5,5.1
2023-01-22,1,11.9,3,Low,30.5,5.1
2021-08-24,8,100.6,64,High,30.5,35.8
2021-10-19,10,39.7,15,High,30.5,5.1
2020-07-29,7,7.6,5,Low,30.5,35.8
2020-06-12,6,37.0,25,High,30.5,35.8
2021-11-02,11,10.4,3,Low,30.5,5.1
2023-09-15,9,77.6,44,High,30.5,35.8
2021-08-28,8,37.4,21,High,30.5,35.8
2021-09-19,9,95.3,52,High,30.5,35.8
2022-07-02,7,29.0,20,High,30.5,35.8
2023-05-19,5,8.1,4,Low,30.5,5.1
2022-05-22,5,22.7,6,Medium,30.5,5.1
2020-12-07,12,7.9,0,Low,30.5,5.1
2023-11-13,11,10.7,3,Low,30.5,5.1
2022-06-28,6,104.1,42,High,30.5,35.8
2021-12-20,12,8.3,3,Low,30.5,5.1
2022-07-04,7,91.0,41,High,30.5,35.8
2020-03-27,3,3.9,1,Low,30.5,5.1
2021-12-23,12,9.5,6,Low,30.5,5.1
2023-06-13,6,38.8,18,High,30.5,35.8
2022-06-09,6,74.5,34,High,30.5,35.8
2021-07-16,7,91.4,56,High,30.5,35.8
2023-08-02,8,72.0,33,High,30.5,35.8
2020-04-27,4,12.4,5,Low,30.5,5.1
2020-06-02,6,18.2,5,Medium,30.5,35.8
2023-10-06,10,7.5,7,Low,30.5,5.1
2023-07-29,7,55.4,19,High,30.5,35.8
2022-04-11,4,21.3,4,Medium,30.5,5.1
2022-01-14,1,8.5,6,Low,30.5,5.1
2022-11-16,11,44.1,14,High,30.5,5.1
2023-10-23,10,26.3,6,Medium,30.5,5.1
2020-11-23,11,29.2,12,Medium,30.5,5.1
2020-03-04,3,9.8,2,Low,30.5,5.1
2020-10-19,10,16.5,6,Medium,30.5,5.1
2023-05-29,5,21.1,7,Medium,30.5,5.1
2023-10-20,10,10.1,3,Low,30.5,5.1
2022-06-16,6,48.8,27,High,30.5,35.8
2020-03-12,3,4.1,5,Low,30.5,5.1
2020-09-15,9,80.7,45,High,30.5,35.8
2020-05-17,5,21.8,4,Medium,30.5,5.1
